N,forward,backward,random
5.96484,8,8,8
5.96875,8,8,8
5.97266,8,8,8
5.97656,8,8,8
5.98047,8,8,8
5.98438,8,8,8
5.98828,8,8,8
5.99219,8,8,8
5.99609,8,8,8
6,8,8,8
6.00391,8,8,8
6.00781,8,8,8
6.01172,8,8,8
6.01562,8,8,8
6.01953,8,8,8
6.02344,8,8,8
6.02734,8,8,8
6.03125,8,8,8
6.03516,8,8,8
6.03906,8,8,8
6.04297,8,8,8
6.04688,8,8,8
6.05078,8,8,8
6.05469,8,8,8
6.05859,8,8,8
6.0625,8,8,8
6.06641,8,8,8
6.07031,8,8,8
6.07422,8,8,8
6.07812,8,8,8
6.08203,8,8,8
6.08594,8,8,8
6.08984,8,8,8
6.09375,8,8,8
6.09766,8,8,8
6.10156,8,8,8
6.10547,8,8,8
6.10938,8,8,8
6.11328,8,8,8
6.11719,8,8,8
6.12109,8,8,8
6.125,8,8,8
6.12891,8,8,8
6.13281,8,8,8
6.13672,8,8,8
6.14062,8,8,8
6.14453,8,8,8
6.14844,8,8,8
6.15234,8,8,8
6.15625,8,8,8
6.16016,8,8,8
6.16406,8,8,8
6.16797,8,8,8
6.17188,8,8,8
6.17578,8,8,8
6.17969,8,8,8
6.18359,8,8,8
6.1875,8,8,8
6.19141,8,8,8
6.19531,8,8,8
6.19922,8,8,8
6.20312,8,8,8
6.20703,8,8,8
6.21094,8,8,8
6.21484,8,8,8
6.21875,8,8,8
6.22266,8,8,8
6.22656,8,8,8
6.23047,8,8,8
6.23438,8,8,8
6.23828,8,8,8
6.24219,8,8,8
6.24609,8,8,8
6.25,8,8,8
6.25391,8,8,8
6.25781,8,8,8
6.26172,8,8,8
6.26562,8,8,8
6.26953,8,8,8
6.27344,8,8,8
6.27734,8,8,8
6.28125,8,8,8
6.28516,8,8,8
6.28906,8,8,8
6.29297,8,8,8
6.29688,8,8,8
6.30078,8,8,8
6.30469,8,8,8
6.30859,8,8,8
6.3125,8,8,8
6.31641,8,8,8
6.32031,8,8,8
6.32422,8,8,8
6.32812,8,8,8
6.33203,8,8,8
6.33594,8,8,8
6.33984,8,8,8
6.34375,8,8,8
6.34766,8,8,8
6.35156,8,8,8
6.35547,8,8,8
6.35938,8,8,8
6.36328,8,8,8
6.36719,8,8,8
6.37109,8,8,8
6.375,8,8,8
6.37891,8,8,8
6.38281,8,8,8
6.38672,8,8,8
6.39062,8,8,8
6.39453,8,8,8
6.39844,8,8,8
6.40234,8,8,8
6.40625,8,8,8
6.41016,8,8,8
6.41406,8,8,8
6.41797,8,8,8
6.42188,8,8,8
6.42578,8,8,8
6.42969,8,8,8
6.43359,8,8,8
6.4375,8,8,8
6.44141,8,8,8
6.44531,8,8,8
6.44922,8,8,8
6.45312,8,8,8
6.45703,8,8,8
6.46094,8,8,8
6.46484,8,8,8
6.46875,8,8,8
6.47266,8,8,8
6.47656,8,8,8
6.48047,8,8,8
6.48438,8,8,8
6.48828,8,8,8
6.49219,8,8,8
6.49609,8,8,8
6.5,8,8,8
6.50391,8,8,8
6.50781,8,8,8
6.51172,8,8,8
6.51562,8,8,8
6.51953,8,8,8
6.52344,8,8,8
6.52734,8,8,8
6.53125,8,8,8
6.53516,8,8,8
6.53906,8,8,8
6.54297,8,8,8
6.54688,8,8,8
6.55078,8,8,8
6.55469,8,8,8
6.55859,8,8,8
6.5625,8,8,8
6.56641,8,8,8
6.57031,8,8,8
6.57422,8,8,8
6.57812,8,8,8
6.58203,8,8,8
6.58594,8,8,8
6.58984,8,8,8
6.59375,8,8,8
6.59766,8,8,8
6.60156,8,8,8
6.60547,8,8,8
6.60938,8,8,8
6.61328,8,8,8
6.61719,8,8,8
6.62109,8,8,8
6.625,8,8,8
6.62891,8,8,8
6.63281,8,8,8
6.63672,8,8,8
6.64062,8,8,8
6.64453,8,8,8
6.64844,8,8,8
6.65234,8,8,8
6.65625,8,8,8
6.66016,8,8,8
6.66406,8,8,8
6.66797,8,8,8
6.67188,8,8,8
6.67578,8,8,8
6.67969,8,8,8
6.68359,8,8,8
6.6875,8,8,8
6.69141,8,8,8
6.69531,8,8,8
6.69922,8,8,8
6.70312,8,8,8
6.70703,8,8,8
6.71094,8,8,8
6.71484,8,8,8
6.71875,8,8,8
6.72266,8,8,8
6.72656,8,8,8
6.73047,8,8,8
6.73438,8,8,8
6.73828,8,8,8
6.74219,8,8,8
6.74609,8,8,8
6.75,8,8,8
6.75391,8,8,8
6.75781,8,8,8
6.76172,8,8,8
6.76562,8,8,8
6.76953,8,8,8
6.77344,8,8,8
6.77734,8,8,8
6.78125,8,8,8
6.78516,8,8,8
6.78906,8,8,8
6.79297,8,8,8
6.79688,8,8,8
6.80078,8,8,8
6.80469,8,8,8
6.80859,8,8,8
6.8125,8,8,8
6.81641,8,8,8
6.82031,8,8,8
6.82422,8,8,8
6.82812,8,8,8
6.83203,8,8,8
6.83594,8,8,8
6.83984,8,8,8
6.84375,8,8,8
6.84766,8,8,8
6.85156,8,8,8
6.85547,8,8,8
6.85938,8,8,8
6.86328,8,8,8
6.86719,8,8,8
6.87109,8,8,8
6.875,8,8,8
6.87891,8,8,8
6.88281,8,8,8
6.88672,8,8,8
6.89062,8,8,8
6.89453,8,8,8
6.89844,8,8,8
6.90234,8,8,8
6.90625,8,8,8
6.91016,8,8,8
6.91406,8,8,8
6.91797,8,8,8
6.92188,8,8,8
6.92578,8,8,8
6.92969,8,8,8
6.93359,8,8,8
6.9375,8,8,8
6.94141,8,8,8
6.94531,8,8,8
6.94922,8,8,8
6.95312,8,8,8
6.95703,8,8,8
6.96094,8,8,8
6.96484,8,8,8
6.96875,8,8,8
6.97266,8,8,8
6.97656,8,8,8
6.98047,8,8,8
6.98438,8,8,8
6.98828,8,8,8
6.99219,8,8,8
6.99609,8,8,8
7,8,8,8
7.00391,8,8,8
7.00781,8,8,8
7.01172,8,8,8
7.01562,8,8,8
7.01953,8,8,8
7.02344,8,8,8
7.02734,8,8,8
7.03125,8,8,8
7.03516,8,8,8
7.03906,8,8,8
7.04297,8,8,8
7.04688,8,8,8
7.05078,8,8,8
7.05469,8,8,8
7.05859,8,8,8
7.0625,8,8,8
7.06641,8,8,8
7.07031,8,8,8
7.07422,8,8,8
7.07812,8,8,8
7.08203,8,8,8
7.08594,8,8,8
7.08984,8,8,8
7.09375,8,8,8
7.09766,8,8,8
7.10156,8,8,8
7.10547,8,8,8
7.10938,8,8,8
7.11328,8,8,8
7.11719,8,8,8
7.12109,8,8,8
7.125,8,8,8
7.12891,8,8,8
7.13281,8,8,8
7.13672,8,8,8
7.14062,8,8,8
7.14453,8,8,8
7.14844,8,8,8
7.15234,8,8,8
7.15625,8,8,8
7.16016,8,8,8
7.16406,8,8,8
7.16797,8,8,8
7.17188,8,8,8
7.17578,8,8,8
7.17969,8,8,8
7.18359,8,8,8
7.1875,8,8,8
7.19141,8,8,8
7.19531,8,8,8
7.19922,8,8,8
7.20312,8,8,8
7.20703,8,8,8
7.21094,8,8,8
7.21484,8,8,8
7.21875,8,8,8
7.22266,8,8,8
7.22656,8,8,8
7.23047,8,8,8
7.23438,8,8,8
7.23828,8,8,8
7.24219,8,8,8
7.24609,8,8,8
7.25,8,8,8
7.25391,8,8,8
7.25781,8,8,8
7.26172,8,8,8
7.26562,8,8,8
7.26953,8,8,8
7.27344,8,8,8
7.27734,8,8,8
7.28125,8,8,8
7.28516,8,8,8
7.28906,8,8,8
7.29297,8,8,8
7.29688,8,8,8
7.30078,8,8,8
7.30469,8,8,8
7.30859,8,8,8
7.3125,8,8,8
7.31641,8,8,8
7.32031,8,8,8
7.32422,8,8,8
7.32812,8,8,8
7.33203,8,8,8
7.33594,8,8,8
7.33984,8,8,8
7.34375,8,8,8
7.34766,8,8,8
7.35156,8,8,8
7.35547,8,8,8
7.35938,8,8,8
7.36328,8,8,8
7.36719,8,8,8
7.37109,8,8,8
7.375,8,8,8
7.37891,8,8,8
7.38281,8,8,8
7.38672,8,8,8
7.39062,8,8,8
7.39453,8,8,8
7.39844,8,8,8
7.40234,8,8,8
7.40625,8,8,8
7.41016,8,8,8
7.41406,8,8,8
7.41797,8,8,8
7.42188,8,8,8
7.42578,8,8,8
7.42969,8,8,8
7.43359,8,8,8
7.4375,8,8,8
7.44141,8,8,8
7.44531,8,8,8
7.44922,8,8,8
7.45312,8,8,8
7.45703,8,8,8
7.46094,8,8,8
7.46484,8,8,8
7.46875,8,8,8
7.47266,8,8,8
7.47656,8,8,8
7.48047,8,8,8
7.48438,8,8,8
7.48828,8,8,8
7.49219,8,8,8
7.49609,8,8,8
7.5,8,8,8
7.50391,8,8,8
7.50781,8,8,8
7.51172,8,8,8
7.51562,8,8,8
7.51953,8,8,8
7.52344,8,8,8
7.52734,8,8,8
7.53125,8,8,8
7.53516,8,8,8
7.53906,8,8,8
7.54297,8,8,8
7.54688,8,8,8
7.55078,8,8,8
7.55469,8,8,8
7.55859,8,8,8
7.5625,8,8,8
7.56641,8,8,8
7.57031,8,8,8
7.57422,8,8,8
7.57812,8,8,8
7.58203,8,8,8
7.58594,8,8,8
7.58984,8,8,8
7.59375,8,8,8
7.59766,8,8,8
7.60156,8,8,8
7.60547,8,8,8
7.60938,8,8,8
7.61328,8,8,8
7.61719,8,8,8
7.62109,8,8,8
7.625,8,8,8
7.62891,8,8,8
7.63281,8,8,8
7.63672,8,8,8
7.64062,8,8,8
7.64453,8,8,8
7.64844,8,8,8
7.65234,8,8,8
7.65625,8,8,8
7.66016,8,8,8
7.66406,8,8,8
7.66797,8,8,8
7.67188,8,8,8
7.67578,8,8,8
7.67969,8,8,8
7.68359,8,8,8
7.6875,8,8,8
7.69141,8,8,8
7.69531,8,8,8
7.69922,8,8,8
7.70312,8,8,8
7.70703,8,8,8
7.71094,8,8,8
7.71484,8,8,8
7.71875,8,8,8
7.72266,8,8,8
7.72656,8,8,8
7.73047,8,8,8
7.73438,8,8,8
7.73828,8,8,8
7.74219,8,8,8
7.74609,8,8,8
7.75,8,8,8
7.75391,8,8,8
7.75781,8,8,8
7.76172,8,8,8
7.76562,8,8,8
7.76953,8,8,8
7.77344,8,8,8
7.77734,8,8,8
7.78125,8,8,8
7.78516,8,8,8
7.78906,8,8,8
7.79297,8,8,8
7.79688,8,8,8
7.80078,8,8,8
7.80469,8,8,8
7.80859,8,8,8
7.8125,8,8,8
7.81641,8,8,8
7.82031,8,8,8
7.82422,8,8,8
7.82812,8,8,8
7.83203,8,8,8
7.83594,8,8,8
7.83984,8,8,8
7.84375,8,8,8
7.84766,8,8,8
7.85156,8,8,8
7.85547,8,8,8
7.85938,8,8,8
7.86328,8,8,8
7.86719,8,8,8
7.87109,8,8,8
7.875,8,8,8
7.87891,8,8,8
7.88281,8,8,8
7.88672,8,8,8
7.89062,8,8,8
7.89453,8,8,8
7.89844,8,8,8
7.90234,8,8,8
7.90625,8,8,8
7.91016,8,8,8
7.91406,8,8,8
7.91797,8,8,8
7.92188,8,8,8
7.92578,8,8,8
7.92969,8,8,8
7.93359,8,8,8
7.9375,8,8,8
7.94141,8,8,8
7.94531,8,8,8
7.94922,8,8,8
7.95312,8,8,8
7.95703,8,8,8
7.96094,8,8,8
7.96484,8,8,8
7.96875,8,8,8
7.97266,8,8,8
7.97656,8,8,8
7.98047,8,8,8
7.98438,8,8,8
7.98828,8,8,8
7.99219,8,8,8
7.99609,8,8,8
8,8,8,8
8.00391,8,8,8
8.00781,8,8,8
8.01172,8,8,8
8.01562,8,8,8
8.01953,8,8,8
8.02344,8,8,8
8.02734,8,8,8
8.03125,8,8,8
8.03516,8,8,8
8.03906,8,8,8
8.04297,8,8,8
8.04688,8,8,8
8.05078,8,8,8
8.05469,8,8,8
8.05859,8,8,8
8.0625,8,8,8
8.06641,8,8,8
8.07031,8,8,8
8.07422,8,8,8
8.07812,8,8,8
8.08203,8,8,8
8.08594,8,8,8
8.08984,8,8,8
8.09375,8,8,8
8.09766,8,8,8
8.10156,8,8,8
8.10547,8,8,8
8.10938,8,8,8
8.11328,8,8,8
8.11719,8,8,8
8.12109,8,8,8
8.125,8,8,8
8.12891,8,8,8
8.13281,8,8,8
8.13672,8,8,8
8.14062,8,8,8
8.14453,8,8,8
8.14844,8,8,8
8.15234,8,8,8
8.15625,8,8,8
8.16016,8,8,8
8.16406,8,8,8
8.16797,8,8,8
8.17188,8,8,8
8.17578,8,8,8
8.17969,8,8,8
8.18359,8,8,8
8.1875,8,8,8
8.19141,8,8,8
8.19531,8,8,8
8.19922,8,8,8
8.20312,8,8,8
8.20703,8,8,8
8.21094,8,8,8
8.21484,8,8,8
8.21875,8,8,8
8.22266,8,8,8
8.22656,8,8,8
8.23047,8,8,8
8.23438,8,8,8
8.23828,8,8,8
8.24219,8,8,8
8.24609,8,8,8
8.25,8,8,8
8.25391,8,8,8
8.25781,8,8,8
8.26172,8,8,8
8.26562,8,8,8
8.26953,8,8,8
8.27344,8,8,8
8.27734,8,8,8
8.28125,8,8,8
8.28516,8,8,8
8.28906,8,8,8
8.29297,8,8,8
8.29688,8,8,8
8.30078,8,8,8
8.30469,8,8,8
8.30859,8,8,8
8.3125,8,8,8
8.31641,8,8,8
8.32031,8,8,8
8.32422,8,8,8
8.32812,8,8,8
8.33203,8,8,8
8.33594,8,8,8
8.33984,8,8,8
8.34375,8,8,8
8.34766,8,8,8
8.35156,8,8,8
8.35547,8,8,8
8.35938,8,8,8
8.36328,8,8,8
8.36719,8,8,8
8.37109,8,8,8
8.375,8,8,8
8.37891,8,8,8
8.38281,8,8,8
8.38672,8,8,8
8.39062,8,8,8
8.39453,8,8,8
8.39844,8,8,8
8.40234,8,8,8
8.40625,8,8,8
8.41016,8,8,8
8.41406,8,8,8
8.41797,8,8,8
8.42188,8,8,8
8.42578,8,8,8
8.42969,8,8,8
8.43359,8,8,8
8.4375,8,8,8
8.44141,8,8,8
8.44531,8,8,8
8.44922,8,8,8
8.45312,8,8,8
8.45703,8,8,8
8.46094,8,8,8
8.46484,8,8,8
8.46875,8,8,8
8.47266,8,8,8
8.47656,8,8,8
8.48047,8,8,8
8.48438,8,8,8
8.48828,8,8,8
8.49219,8,8,8
8.49609,8,8,8
8.5,8,8,8
8.50391,8,8,8
8.50781,8,8,8
8.51172,8,8,8
8.51562,8,8,8
8.51953,8,8,8
8.52344,8,8,8
8.52734,8,8,8
8.53125,8,8,8
8.53516,8,8,8
8.53906,8,8,8
8.54297,8,8,8
8.54688,8,8,8
8.55078,8,8,8
8.55469,8,8,8
8.55859,8,8,8
8.5625,8,8,8
8.56641,8,8,8
8.57031,8,8,8
8.57422,8,8,8
8.57812,8,8,8
8.58203,8,8,8
8.58594,8,8,8
8.58984,8,8,8
8.59375,8,8,8
8.59766,8,8,8
8.60156,8,8,8
8.60547,8,8,8
8.60938,8,8,8
8.61328,8,8,8
8.61719,8,8,8
8.62109,8,8,8
8.625,8,8,8
8.62891,8,8,8
8.63281,8,8,8
8.63672,8,8,8
8.64062,8,8,8
8.64453,8,8,8
8.64844,8,8,8
8.65234,8,8,8
8.65625,8,8,8
8.66016,8,8,8
8.66406,8,8,8
8.66797,8,8,8
8.67188,8,8,8
8.67578,8,8,8
8.67969,8,8,8
8.68359,8,8,8
8.6875,8,8,8
8.69141,8,8,8
8.69531,8,8,8
8.69922,8,8,8
8.70312,8,8,8
8.70703,8,8,8
8.71094,8,8,8
8.71484,8,8,8
8.71875,8,8,8
8.72266,8,8,8
8.72656,8,8,8
8.73047,8,8,8
8.73438,8,8,8
8.73828,8,8,8
8.74219,8,8,8
8.74609,8,8,8
8.75,8,8,8
8.75391,8,8,8
8.75781,8,8,8
8.76172,8,8,8
8.76562,8,8,8
8.76953,8,8,8
8.77344,8,8,8
8.77734,8,8,8
8.78125,8,8,8
8.78516,8,8,8
8.78906,8,8,8
8.79297,8,8,8
8.79688,8,8,8
8.80078,8,8,8
8.80469,8,8,8
8.80859,8,8,8
8.8125,8,8,8
8.81641,8,8,8
8.82031,8,8,8
8.82422,8,8,8
8.82812,8,8,8
8.83203,8,8,8
8.83594,8,8,8
8.83984,8,8,8
8.84375,8,8,8
8.84766,8,8,8
8.85156,8,8,8
8.85547,8,8,8
8.85938,8,8,8
8.86328,8,8,8
8.86719,8,8,8
8.87109,8,8,8
8.875,8,8,8
8.87891,8,8,8
8.88281,8,8,8
8.88672,8,8,8
8.89062,8,8,8
8.89453,8,8,8
8.89844,8,8,8
8.90234,8,8,8
8.90625,8,8,8
8.91016,8,8,8
8.91406,8,8,8
8.91797,8,8,8
8.92188,8,8,8
8.92578,8,8,8
8.92969,8,8,8
8.93359,8,8,8
8.9375,8,8,8
8.94141,8,8,8
8.94531,8,8,8
8.94922,8,8,8
8.95312,8,8,8
8.95703,8,8,8
8.96094,8,8,8
8.96484,8,8,8
8.96875,8,8,8
8.97266,8,8,8
8.97656,8,8,8
8.98047,8,8,8
8.98438,8,8,8
8.98828,8,8,8
8.99219,8,8,8
8.99609,8,8,8
9,8,8,8
9.00391,8,8,8
9.00781,8,8,8
9.01172,8,8,8
9.01562,8,8,8
9.01953,8,8,8
9.02344,8,8,8
9.02734,8,8,8
9.03125,8,8,8
9.03516,8,8,8
9.03906,8,8,8
9.04297,8,8,8
9.04688,8,8,8
9.05078,8,8,8
9.05469,8,8,8
9.05859,8,8,8
9.0625,8,8,8
9.06641,8,8,8
9.07031,8,8,8
9.07422,8,8,8
9.07812,8,8,8
9.08203,8,8,8
9.08594,8,8,8
9.08984,8,8,8
9.09375,8,8,8
9.09766,8,8,8
9.10156,8,8,8
9.10547,8,8,8
9.10938,8,8,8
9.11328,8,8,8
9.11719,8,8,8
9.12109,8,8,8
9.125,8,8,8
9.12891,8,8,8
9.13281,8,8,8
9.13672,8,8,8
9.14062,8,8,8
9.14453,8,8,8
9.14844,8,8,8
9.15234,8,8,8
9.15625,8,8,8
9.16016,8,8,8
9.16406,8,8,8
9.16797,8,8,8
9.17188,8,8,8
9.17578,8,8,8
9.17969,8,8,8
9.18359,8,8,8
9.1875,8,8,8
9.19141,8,10,8
9.19531,8,10,8
9.19922,8,10,8
9.20312,8,8,8
9.20703,8,8,8
9.21094,8,8,8
9.21484,8,8,8
9.21875,8,8,8
9.22266,8,8,8
9.22656,8,8,8
9.23047,8,8,8
9.23438,8,8,8
9.23828,8,10,8
9.24219,10,10,8
9.24609,8,8,8
9.25,8,8,8
9.25391,8,8,8
9.25781,8,10,8
9.26172,8,8,8
9.26562,8,8,8
9.26953,8,8,8
9.27344,8,8,8
9.27734,8,8,8
9.28125,8,10,8
9.28516,10,10,8
9.28906,8,8,8
9.29297,8,8,8
9.29688,8,8,8
9.30078,8,10,8
9.30469,10,10,8
9.30859,8,8,8
9.3125,8,8,8
9.31641,8,10,8
9.32031,10,10,8
9.32422,8,8,8
9.32812,8,8,8
9.33203,10,10,8
9.33594,8,8,8
9.33984,8,8,8
9.34375,8,8,8
9.34766,9,10,8
9.35156,8,8,8
9.35547,8,8,8
9.35938,8,10,8
9.36328,10,10,8
9.36719,8,8,8
9.37109,8,10,8
9.375,8,8,8
9.37891,8,8,8
9.38281,8,8,8
9.38672,10,10,8
9.39062,8,8,8
9.39453,8,8,8
9.39844,8,10,8
9.40234,8,8,8
9.40625,8,8,8
9.41016,8,8,8
9.41406,10,10,8
9.41797,8,8,8
9.42188,8,10,8
9.42578,8,8,8
9.42969,8,8,8
9.43359,8,10,8
9.4375,8,8,8
9.44141,8,8,8
9.44531,10,10,8
9.44922,8,8,8
9.45312,9,10,8
9.45703,8,8,8
9.46094,8,10,8
9.46484,10,10,8
9.46875,9,10,8
9.47266,8,8,8
9.47656,8,8,8
9.48047,10,10,8
9.48438,10,10,8
9.48828,8,8,8
9.49219,8,10,8
9.49609,10,10,8
9.5,8,10,8
9.50391,10,10,8
9.50781,8,9,8
9.51172,10,10,8
9.51562,8,8,8
9.51953,10,10,8
9.52344,10,10,8
9.52734,8,8,8
9.53125,10,10,8
9.53516,8,8,8
9.53906,10,10,8
9.54297,8,8,8
9.54688,10,10,8
9.55078,8,8,8
9.55469,10,10,8
9.55859,8,10,8
9.5625,10,10,8
9.56641,10,10,8
9.57031,8,8,8
9.57422,10,10,8
9.57812,10,10,8
9.58203,8,8,8
9.58594,10,10,8
9.58984,8,8,8
9.59375,10,10,8
9.59766,8,10,8
9.60156,10,10,8
9.60547,9,10,8
9.60938,8,8,8
9.61328,10,10,8
9.61719,8,10,8
9.62109,10,8,8
9.625,10,10,8
9.62891,8,10,8
9.63281,10,10,8
9.63672,8,8,8
9.64062,8,9,8
9.64453,10,10,8
9.64844,8,10,8
9.65234,8,9,8
9.65625,10,10,8
9.66016,10,10,8
9.66406,8,10,8
9.66797,10,10,8
9.67188,10,10,8
9.67578,10,10,8
9.67969,10,10,8
9.68359,8,10,8
9.6875,10,10,8
9.69141,10,10,8
9.69531,10,10,8
9.69922,8,10,8
9.70312,10,8,8
9.70703,10,10,8
9.71094,10,10,8
9.71484,10,10,8
9.71875,8,8,8
9.72266,10,10,8
9.72656,10,10,8
9.73047,10,10,8
9.73438,8,10,8
9.73828,8,8,8
9.74219,10,8,8
9.74609,10,10,8
9.75,10,10,8
9.75391,10,10,8
9.75781,8,10,8
9.76172,8,10,8
9.76562,10,8,8
9.76953,10,10,8
9.77344,10,10,8
9.77734,10,10,8
9.78125,8,10,8
9.78516,8,10,8
9.78906,10,8,8
9.79297,10,10,8
9.79688,10,10,8
9.80078,10,10,8
9.80469,10,10,8
9.80859,10,10,8
9.8125,10,10,8
9.81641,10,10,8
9.82031,10,10,8
9.82422,10,10,8
9.82812,10,10,8
9.83203,10,10,8
9.83594,10,10,8
9.83984,8,10,8
9.84375,10,10,8
9.84766,10,10,8
9.85156,10,10,8
9.85547,10,10,8
9.85938,10,8,8
9.86328,10,8,8
9.86719,10,10,8
9.87109,10,10,8
9.875,10,8,8
9.87891,10,8,8
9.88281,10,8,8
9.88672,10,8,8
9.89062,10,8,8
9.89453,10,8,8
9.89844,10,8,8
9.90234,10,8,8
9.90625,10,8,8
9.91016,10,8,8
9.91406,10,8,8
9.91797,10,8,8
9.92188,10,8,8
9.92578,10,8,8
9.92969,10,10,8
9.93359,10,8,8
9.9375,10,10,8
9.94141,10,8,8
9.94531,8,8,8
9.94922,10,10,8
9.95312,10,10,8
9.95703,10,10,8
9.96094,10,10,8
9.96484,10,10,8
9.96875,10,10,8
9.97266,8,8,8
9.97656,10,10,8
9.98047,10,10,8
9.98438,10,10,8
9.98828,8,10,8
9.99219,10,10,8
9.99609,10,10,8
10,10,10,8
10.0039,10,8,8
10.0078,10,8,8
10.0117,10,10,8
10.0156,10,10,8
10.0195,10,10,8
10.0234,8,8,8
10.0273,10,10,8
10.0312,10,8,8
10.0352,10,10,8
10.0391,10,10,8
10.043,10,10,8
10.0469,10,10,8
10.0508,10,10,8
10.0547,10,10,8
10.0586,10,10,8
10.0625,10,10,8
10.0664,10,10,8
10.0703,10,8,8
10.0742,8,8,8
10.0781,10,10,8
10.082,10,10,8
10.0859,10,10,8
10.0898,10,10,8
10.0938,10,10,8
10.0977,10,10,8
10.1016,10,10,8
10.1055,10,10,8
10.1094,10,10,8
10.1133,10,10,8
10.1172,10,8,8
10.1211,10,10,8
10.125,10,10,8
10.1289,10,10,8
10.1328,10,10,8
10.1367,10,10,8
10.1406,10,10,8
10.1445,10,10,8
10.1484,10,10,8
10.1523,10,10,8
10.1562,10,10,8
10.1602,10,8,8
10.1641,10,10,8
10.168,10,10,8
10.1719,10,10,8
10.1758,10,10,8
10.1797,10,10,8
10.1836,10,10,8
10.1875,10,10,8
10.1914,10,10,8
10.1953,10,10,8
10.1992,10,8,8
10.2031,10,10,8
10.207,10,10,8
10.2109,10,10,8
10.2148,10,10,8
10.2188,10,10,8
10.2227,10,10,8
10.2266,10,10,8
10.2305,10,8,8
10.2344,10,10,8
10.2383,10,10,8
10.2422,10,10,8
10.2461,10,10,8
10.25,10,8,8
10.2539,10,10,8
10.2578,10,10,8
10.2617,10,10,8
10.2656,10,10,8
10.2695,10,10,8
10.2734,10,10,8
10.2773,10,8,8
10.2812,10,10,8
10.2852,10,8,8
10.2891,10,10,8
10.293,10,8,8
10.2969,10,10,8
10.3008,10,8,8
10.3047,10,10,8
10.3086,10,10,8
10.3125,10,10,8
10.3164,10,10,8
10.3203,10,10,8
10.3242,10,8,8
10.3281,10,10,8
10.332,10,10,8
10.3359,10,10,8
10.3398,10,10,8
10.3438,10,8,8
10.3477,10,10,8
10.3516,10,8,8
10.3555,10,10,8
10.3594,10,10,8
10.3633,10,10,8
10.3672,10,10,8
10.3711,10,8,8
10.375,10,10,8
10.3789,10,10,8
10.3828,10,10,8
10.3867,10,10,8
10.3906,10,8,8
10.3945,10,10,8
10.3984,10,10,8
10.4023,10,10,8
10.4062,10,8,8
10.4102,10,10,8
10.4141,10,10,8
10.418,10,8,8
10.4219,10,10,8
10.4258,10,10,8
10.4297,10,10,8
10.4336,10,10,8
10.4375,10,10,8
10.4414,10,10,8
10.4453,10,10,8
10.4492,10,8,8
10.4531,8,8,11
10.457,8,8,8
10.4609,10,10,8
10.4648,10,10,8
10.4688,10,10,8
10.4727,10,8,8
10.4766,10,10,8
10.4805,10,10,8
10.4844,10,10,8
10.4883,10,8,8
10.4922,10,10,8
10.4961,10,10,8
10.5,10,10,8
10.5039,10,10,8
10.5078,10,10,8
10.5117,10,10,8
10.5156,10,10,8
10.5195,10,10,8
10.5234,10,8,8
10.5273,10,10,8
10.5312,10,10,8
10.5352,10,10,8
10.5391,10,10,8
10.543,10,8,8
10.5469,10,8,8
10.5508,10,10,8
10.5547,10,10,8
10.5586,10,10,8
10.5625,10,10,8
10.5664,10,10,8
10.5703,10,10,8
10.5742,10,10,8
10.5781,10,8,8
10.582,10,8,8
10.5859,10,10,8
10.5898,10,10,8
10.5938,10,10,8
10.5977,10,10,8
10.6016,8,8,8
10.6055,10,10,8
10.6094,10,10,8
10.6133,10,10,8
10.6172,10,8,8
10.6211,10,8,8
10.625,10,8,8
10.6289,10,10,8
10.6328,10,10,8
10.6367,10,10,8
10.6406,10,10,8
10.6445,10,10,8
10.6484,10,10,8
10.6523,10,10,8
10.6562,10,10,8
10.6602,10,10,8
10.6641,10,10,8
10.668,10,10,8
10.6719,10,10,8
10.6758,10,10,8
10.6797,10,10,8
10.6836,10,10,8
10.6875,10,10,8
10.6914,10,10,8
10.6953,10,10,8
10.6992,10,10,8
10.7031,10,10,8
10.707,10,8,8
10.7109,10,8,8
10.7148,10,8,8
10.7188,10,8,8
10.7227,10,10,8
10.7266,10,10,8
10.7305,10,10,8
10.7344,10,10,8
10.7383,10,10,8
10.7422,10,10,8
10.7461,10,10,8
10.75,10,8,8
10.7539,10,9,8
10.7578,10,8,8
10.7617,10,10,8
10.7656,10,10,8
10.7695,10,10,8
10.7734,10,10,8
10.7773,10,10,8
10.7812,10,10,8
10.7852,10,10,8
10.7891,10,10,8
10.793,10,8,8
10.7969,10,8,8
10.8008,10,8,8
10.8047,10,10,8
10.8086,10,10,8
10.8125,10,10,8
10.8164,10,10,8
10.8203,10,10,8
10.8242,10,10,8
10.8281,10,8,8
10.832,10,8,8
10.8359,10,10,8
10.8398,10,10,8
10.8438,10,10,8
10.8477,10,10,8
10.8516,10,10,8
10.8555,10,8,8
10.8594,10,10,8
10.8633,10,10,8
10.8672,10,10,8
10.8711,10,8,8
10.875,10,10,8
10.8789,10,10,8
10.8828,10,10,8
10.8867,10,10,8
10.8906,10,8,8
10.8945,10,10,8
10.8984,10,10,8
10.9023,10,10,8
10.9062,10,10,8
10.9102,10,8,8
10.9141,10,10,8
10.918,10,10,8
10.9219,10,8,8
10.9258,10,10,8
10.9297,10,10,8
10.9336,10,10,8
10.9375,10,8,8
10.9414,10,10,8
10.9453,10,10,8
10.9492,10,8,8
